activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,15152494,[],CHEMBL3395883,Inhibition of ATM kinase in human glioma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,,,CHEMBL3392967,J. Med. Chem.,2015,"{'bei': '15.01', 'le': '0.29', 'lle': '3.97', 'sei': '9.76'}",CHEMBL2140173,,CHEMBL2140173,8.22,1,http://www.openphacts.org/units/Nanomolar,2276993,=,1,1,=,,IC50,nM,,6.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,6.0
,15625310,[],CHEMBL3588381,Inhibition of ATM (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCN1C(=O)CNc2ncc(-c3ccc(-c4nc[nH]n4)nc3C)nc21,,,CHEMBL3585264,J. Med. Chem.,2015,,CHEMBL3586573,,CHEMBL3586573,,0,http://www.openphacts.org/units/Nanomolar,2485033,>,1,1,>,,IC50,nM,,30000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,30.0
,16471968,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccc(Cl)cc2)nn1-c1ncnc2ccccc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763978,,CHEMBL3763978,,0,http://www.openphacts.org/units/Nanomolar,2759165,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16471969,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2nc(N)n(-c3ncnc4ccccc34)n2)cc1,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763564,,CHEMBL3763564,,0,http://www.openphacts.org/units/Nanomolar,2759164,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16471970,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccn2)nn1-c1ncnc2ccccc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764187,,CHEMBL3764187,,0,http://www.openphacts.org/units/Nanomolar,2759163,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16471971,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccc2)nn1-c1ncnc2ccccc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765365,,CHEMBL3765365,,0,http://www.openphacts.org/units/Nanomolar,2759162,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16471972,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '18.31', 'le': '0.34', 'lle': '4.53', 'sei': '5.62'}",CHEMBL2143829,,CHEMBL2143829,6.40,0,http://www.openphacts.org/units/Nanomolar,2759161,=,1,1,=,,IC50,nM,,400.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,0.4
,16472862,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '16.49', 'le': '0.33', 'lle': '1.76', 'sei': '15.28'}",CHEMBL222102,KU-55933,CHEMBL222102,6.52,0,http://www.openphacts.org/units/Nanomolar,2759160,=,1,1,=,,IC50,nM,,300.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,0.3
,16472868,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)C(F)(F)F,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '11.34', 'le': '0.22', 'lle': '3.23', 'sei': '3.87'}",CHEMBL3764626,,CHEMBL3764626,5.54,0,http://www.openphacts.org/units/Nanomolar,2756555,=,1,1,=,,IC50,nM,,2900.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,2.9
,16472869,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)OCC(C)(C)C,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '11.29', 'le': '0.21', 'lle': '2.32', 'sei': '3.76'}",CHEMBL3765095,,CHEMBL3765095,5.72,0,http://www.openphacts.org/units/Nanomolar,2756554,=,1,1,=,,IC50,nM,,1900.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,1.9
,16472870,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)Oc1ccccc1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '9.03', 'le': '0.17', 'lle': '1.21', 'sei': '3.04'}",CHEMBL3765248,,CHEMBL3765248,4.63,0,http://www.openphacts.org/units/Nanomolar,2756553,=,1,1,=,,IC50,nM,,23500.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,23.5
,16472871,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCOC(=O)NCCCOc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '8.73', 'le': '0.16', 'lle': '0.60', 'sei': '2.99'}",CHEMBL3763843,,CHEMBL3763843,4.54,0,http://www.openphacts.org/units/Nanomolar,2756552,=,1,1,=,,IC50,nM,,28600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,28.6
,16472872,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)OCC(F)(F)F,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '11.42', 'le': '0.22', 'lle': '3.00', 'sei': '3.89'}",CHEMBL3764022,,CHEMBL3764022,5.92,0,http://www.openphacts.org/units/Nanomolar,2756551,=,1,1,=,,IC50,nM,,1200.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,1.2
,16472873,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)OC(C)C,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.54', 'le': '0.23', 'lle': '3.23', 'sei': '3.94'}",CHEMBL3764768,,CHEMBL3764768,6.00,0,http://www.openphacts.org/units/Nanomolar,2756469,=,1,1,=,,IC50,nM,,1000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,1.0
,16472874,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)NCCCOc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '13.13', 'le': '0.24', 'lle': '3.72', 'sei': '4.01'}",CHEMBL3765373,,CHEMBL3765373,6.10,0,http://www.openphacts.org/units/Nanomolar,2756468,=,1,1,=,,IC50,nM,,800.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,0.8
,16472875,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCNC(=O)OC(C)(C)C,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.74', 'le': '0.24', 'lle': '3.33', 'sei': '4.01'}",CHEMBL3763939,,CHEMBL3763939,6.10,0,http://www.openphacts.org/units/Nanomolar,2756467,=,1,1,=,,IC50,nM,,800.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,0.8
,16472876,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCCNC(=O)OC(C)(C)C,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.04', 'le': '0.23', 'lle': '2.55', 'sei': '4.01'}",CHEMBL3764231,,CHEMBL3764231,6.10,0,http://www.openphacts.org/units/Nanomolar,2756466,=,1,1,=,,IC50,nM,,800.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,0.8
,16472877,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)OC(C)(C)C,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.27', 'le': '0.23', 'lle': '2.89', 'sei': '3.97'}",CHEMBL3763565,,CHEMBL3763565,6.05,0,http://www.openphacts.org/units/Nanomolar,2756465,=,1,1,=,,IC50,nM,,900.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,0.9
,16472878,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)CN1C[C@H](C)O[C@H](C)C1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '10.54', 'le': '0.20', 'lle': '3.91', 'sei': '3.71'}",CHEMBL3764983,,CHEMBL3764983,5.77,0,http://www.openphacts.org/units/Nanomolar,2756464,=,1,1,=,,IC50,nM,,1700.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,1.7
,16472879,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)C(=O)COc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '11.76', 'le': '0.22', 'lle': '3.17', 'sei': '3.93'}",CHEMBL3763327,,CHEMBL3763327,5.28,0,http://www.openphacts.org/units/Nanomolar,2756463,=,1,1,=,,IC50,nM,,5300.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,5.3
,16472880,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCOc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '15.05', 'le': '0.28', 'lle': '4.03', 'sei': '4.81'}",CHEMBL3763358,,CHEMBL3763358,5.92,0,http://www.openphacts.org/units/Nanomolar,2756462,=,1,1,=,,IC50,nM,,1200.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,1.2
,16472881,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCN1CC(C)OC(C)C1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '11.81', 'le': '0.22', 'lle': '3.06', 'sei': '4.59'}",CHEMBL3763863,,CHEMBL3763863,5.80,0,http://www.openphacts.org/units/Nanomolar,2756461,=,1,1,=,,IC50,nM,,1600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,1.6
,16472882,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCN1CCC(C)CC1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.53', 'le': '0.23', 'lle': '2.80', 'sei': '4.93'}",CHEMBL3763259,,CHEMBL3763259,5.77,0,http://www.openphacts.org/units/Nanomolar,2756460,=,1,1,=,,IC50,nM,,1700.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,1.7
,16472883,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCN1CCCCC1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '11.76', 'le': '0.22', 'lle': '2.52', 'sei': '4.48'}",CHEMBL3764577,,CHEMBL3764577,5.25,0,http://www.openphacts.org/units/Nanomolar,2756459,=,1,1,=,,IC50,nM,,5600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,5.6
,16472884,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCN1CCCC1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.88', 'le': '0.24', 'lle': '3.23', 'sei': '4.76'}",CHEMBL3763333,,CHEMBL3763333,5.57,0,http://www.openphacts.org/units/Nanomolar,2756458,=,1,1,=,,IC50,nM,,2700.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,2.7
,16472885,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCN(C(C)C)C(C)C,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '11.27', 'le': '0.21', 'lle': '1.85', 'sei': '4.45'}",CHEMBL3765728,,CHEMBL3765728,5.21,0,http://www.openphacts.org/units/Nanomolar,2756457,=,1,1,=,,IC50,nM,,6100.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,6.1
,16472886,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCN(C)C,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.32', 'le': '0.23', 'lle': '2.99', 'sei': '4.42'}",CHEMBL3765428,,CHEMBL3765428,5.18,0,http://www.openphacts.org/units/Nanomolar,2756456,=,1,1,=,,IC50,nM,,6600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,6.6
,16472887,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1OCCCN1CCOCC1,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765543,,CHEMBL3765543,,0,http://www.openphacts.org/units/Nanomolar,2756455,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472888,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCN1CCOCC1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.23', 'le': '0.23', 'lle': '3.70', 'sei': '4.48'}",CHEMBL3764051,,CHEMBL3764051,5.66,0,http://www.openphacts.org/units/Nanomolar,2756454,=,1,1,=,,IC50,nM,,2200.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,2.2
,16472889,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1O,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764505,,CHEMBL3764505,,0,http://www.openphacts.org/units/Nanomolar,2756453,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472890,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1OCc1ccccc1,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764560,,CHEMBL3764560,,0,http://www.openphacts.org/units/Nanomolar,2756452,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472891,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1O,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '14.61', 'le': '0.27', 'lle': '3.33', 'sei': '3.92'}",CHEMBL3764148,,CHEMBL3764148,4.90,0,http://www.openphacts.org/units/Nanomolar,2756451,=,1,1,=,,IC50,nM,,12600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,12.6
,16472892,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCc1ccccc1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '11.91', 'le': '0.22', 'lle': '1.63', 'sei': '4.45'}",CHEMBL3763312,,CHEMBL3763312,5.07,0,http://www.openphacts.org/units/Nanomolar,2756402,=,1,1,=,,IC50,nM,,8600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,8.6
,16472893,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(N)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763908,,CHEMBL3763908,,0,http://www.openphacts.org/units/Nanomolar,2756401,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472894,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3ncc(-c4ccccn4)c3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '16.13', 'le': '0.30', 'lle': '3.14', 'sei': '5.57'}",CHEMBL3764371,,CHEMBL3764371,5.62,0,http://www.openphacts.org/units/Nanomolar,2756400,=,1,1,=,,IC50,nM,,2400.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,2.4
,16472895,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccc(Cl)cc4)cc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763771,,CHEMBL3763771,,0,http://www.openphacts.org/units/Nanomolar,2756399,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472896,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccc(C)cc4)cc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763450,,CHEMBL3763450,,0,http://www.openphacts.org/units/Nanomolar,2756398,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472897,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccc4)cc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '13.49', 'le': '0.25', 'lle': '1.61', 'sei': '5.32'}",CHEMBL3765799,,CHEMBL3765799,4.69,0,http://www.openphacts.org/units/Nanomolar,2756397,=,1,1,=,,IC50,nM,,20600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,20.6
,16472898,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)cc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '16.64', 'le': '0.30', 'lle': '3.32', 'sei': '5.74'}",CHEMBL3764372,,CHEMBL3764372,5.80,0,http://www.openphacts.org/units/Nanomolar,2756396,=,1,1,=,,IC50,nM,,1600.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,1.6
,16472899,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3ncc(-c4ccccn4)n3)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '14.58', 'le': '0.27', 'lle': '2.59', 'sei': '5.55'}",CHEMBL3763556,,CHEMBL3763556,4.88,0,http://www.openphacts.org/units/Nanomolar,2756395,=,1,1,=,,IC50,nM,,13300.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,13.3
,16472900,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3cnc(-c4ccccn4)n3)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '15.78', 'le': '0.29', 'lle': '2.99', 'sei': '6.01'}",CHEMBL3763767,,CHEMBL3763767,5.28,0,http://www.openphacts.org/units/Nanomolar,2756394,=,1,1,=,,IC50,nM,,5300.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,5.3
,16472901,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(Nc3ccc(-c4ccccn4)cc3)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '13.68', 'le': '0.25', 'lle': '0.45', 'sei': '7.09'}",CHEMBL3764259,,CHEMBL3764259,4.90,0,http://www.openphacts.org/units/Nanomolar,2756393,=,1,1,=,,IC50,nM,,12500.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,12.5
,16472902,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(Nc3ccccn3)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765767,,CHEMBL3765767,,0,http://www.openphacts.org/units/Nanomolar,2756392,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472903,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(NCc3ccccn3)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL1739206,,CHEMBL1739206,,0,http://www.openphacts.org/units/Nanomolar,2756391,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
